comment,rating,Вопрос не решен,Вопрос решен,Не понравилось качество услуги,Не понравился результат услуги,Понравилась работа сотрудников,Понравилась скорость работы,Понравилось качество услуги,Понравился результат услуги,Претензии и предложения
"здравствуйте, забыли о править водоснобжение",5.0,1,0,0,0,0,0,0,0,0
спасибо большое.  очень оперативно решили вопрос.,5.0,0,1,0,0,0,1,0,0,0
вода течет горячая! спасибо!,5.0,0,1,0,0,0,0,0,0,0
благодарю вас!!!! спасибо,5.0,0,1,0,0,0,0,0,0,0
"спасибо , все работает. жаль, что медленно отрабатываются платные заявки  задумчивое лицо",5.0,0,1,0,0,0,0,0,1,1
отлично.,5.0,0,0,0,0,0,0,0,1,0
"мне нужна информация именно на эту сумму,то что задолженность нет знаю",5.0,1,0,0,0,0,0,0,0,1
спасибо за оперативность широко улыбающееся лицо,5.0,0,0,0,0,0,1,0,0,0
"устранили, но некачественно. сказано было, что сама розетка мешается панелями, но ни о какой замене речи и не шло",5.0,0,1,1,1,0,0,0,0,0
добрый день! спасибо! надеюсь конусы не так легко будет сдвинуть как сферы,5.0,0,1,0,0,0,0,0,0,0
"только через заявки решается вопрос, батареи стали горячие.",5.0,0,1,0,0,0,0,0,0,0
большое спасибо! оперативно решили проблему,5.0,0,1,0,0,0,1,0,0,0
"шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.",5.0,0,1,0,0,1,1,1,0,0
"сантехники отреагировали быстро, на данный момент все устранили",5.0,0,1,0,0,0,1,0,0,0
!!!,5.0,1,0,0,0,0,0,0,0,0
"молодцы, быстро",5.0,0,0,0,0,0,1,0,1,0
"выражаю огромную благодарность за оперативность, понимание и возможность решить этот вопрос дистанционным путём!",5.0,0,1,0,0,0,1,0,1,0
"тамбурную дверь не правильно отрегулировали, дверь хлопает при закрывании.",5.0,0,1,0,1,0,0,0,0,0
"какой гарантийный период у водопроводной системы, которая зашита внутри стен?",5.0,1,0,0,0,0,0,0,0,0
спасибо за оперативность!),5.0,0,0,0,0,0,1,0,0,0
протечка была. на фото видел места мокрые. в момент прихода сантехника уже не капало. найти место течи вроде говорят удалось найти на тех этаже.,5.0,0,1,0,0,0,0,0,0,0
быстро и результативно. спасибо,5.0,0,0,0,0,0,1,0,1,0
по существу. оперативно. молодцы,5.0,0,1,0,0,0,1,0,0,0
большое спасибо! какие вы молодцы!,5.0,0,0,0,0,1,0,0,0,0
огромное спасибо за помощь  сложенные руки (молитва или благодарность),5.0,0,1,0,0,0,0,0,0,0
"больше спасибо! всё сделали быстро , оперативно.",5.0,0,0,0,0,0,1,0,0,0
"батареи были холодные,в течение часа решили вопрос",5.0,0,1,0,0,0,1,0,1,0
у меня вопрос был кто зарегистрирован в квартире? почему в квитанции на оплату жкх стоит кол-во зарегистрированных 1? если я там больше не прописана с 2020г,5.0,0,0,0,0,0,0,0,0,1
спасибо менеджеру алине за помощь в решении заявки,5.0,0,1,0,0,1,0,0,0,0
"спасибо, все выполнено быстро",5.0,0,1,0,0,0,1,0,0,0
"отлично,спасибо!!!",5.0,0,0,0,0,0,0,0,1,0
"отлично, молодцы!",5.0,0,0,0,0,0,0,0,1,0
"мария доброе утро!  абсолютно ничего на этаже не отмыто, химией не работали это видно на фото, так же отсутствует запах. прошлый раз когда администратор действительно отмывала был запах химии и плитка была хоть и в небольших белых пятнах но без разводов. сейчас же такое ощущение что снова помыли полы грязной тряпкой и водой! прошу всетаки разобраться в сложившейся ситуации.",5.0,1,0,1,1,0,0,0,0,0
все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.,5.0,0,1,0,0,1,0,1,1,0
оперативно устранили дефект!,5.0,0,1,0,0,0,1,0,0,0
"проблема не решена.! укажите эл. почту, я вам скину чек об оплате за декабрь.",5.0,1,0,0,0,0,0,0,0,1
нет ответа,5.0,1,0,0,0,0,0,0,0,0
"спасибо, очень оперативно",5.0,0,0,0,0,0,1,0,0,0
"подскажите пожалуйста куда скинуть акт о выполнении поверки,чтоб в приложении отображалась информация,что поверка проведена?",5.0,0,0,0,0,0,0,0,0,1
"спасибо) интересно, а что с лифтами после этого?",5.0,0,1,1,1,0,0,0,0,0
отличный представитель. все рассказал и подсказал:thumbs_up_medium-light_skin_tone:,5.0,0,0,0,0,1,0,1,1,0
"включили лифт быстро, но как надоело это наблюдать почти каждый день!",5.0,0,0,0,0,0,1,0,0,1
"все отлично, спасибо большое  палец вверх",5.0,0,0,0,0,0,0,0,1,0
"спасибо, все забрал!",5.0,0,1,0,0,0,0,0,0,0
"лифт работает,я довольна",5.0,0,1,0,0,0,0,0,1,0
"быстро перезвонили, вопрос решили",5.0,0,1,0,0,0,1,0,0,0
"по поводу уборки этажей, я знаю что убирают в среду, но проблема уборки 1 этажа. спасибо за  вашу работу",5.0,0,1,1,0,0,0,0,0,0
"спасибо, все починили!",5.0,0,1,0,0,0,0,0,1,0
"спасибо, все сделали, очень благодарны за оперативность!",5.0,0,1,0,0,0,1,0,0,0
великолепно! электрик пришел быстро. все сделал.,5.0,0,1,0,0,0,1,1,1,0
"4,5 из 5.. сама ходила перекрывала воду у соседей.. иначе бы уже накапало прилично мне.. и пыталась до них достучаться.. но в итоге открыли только сантехнику после звонка от ук",5.0,0,1,0,1,0,0,0,0,0
"спасибо за оперативность, ключи получила.",5.0,0,1,0,0,0,1,0,0,0
спасибо за организованность,5.0,0,1,0,0,0,0,0,0,0
"молодцы, оперативно всë починили.",5.0,0,1,0,0,1,1,0,0,0
"очень быстро и оперативно , спасибо",5.0,0,0,0,0,0,1,0,0,0
"всё быстро, качественно, вежливо",5.0,0,0,0,0,0,1,1,0,0
мастер пришел очень оперативно. спасибо!,5.0,0,0,0,0,0,1,0,0,0
"в приложении по-прежнему другой человек,  тоже сергей александров, но не тот",5.0,1,0,0,0,0,0,0,0,1
"спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему  палец вверх (средний тон кожи) спасибо",5.0,0,1,0,0,1,1,0,0,0
